EMPIRE_BM_TECH_1	Black Market Items available at Empire tech level one.	На черном рынке доступны технологии Империи первого уровня.
TEXT_TOOLTIP_ABILITY_FORCE_CLOAK_DESCRIPTION	Creates a cloaking field around Luke making him invisible to enemy units and players.  Enemy heroes can detect Luke while cloaked.	Создает маскировочное поле вокруг Люка, что делает его невидимым для вражеских войск и других игроков. Герои противника могут обнаружить Люка, несмотря на эту спецспособность.
TEXT_TOOLTIP_ABILITY_FORCE_CLOAK_NAME	Force Cloak	Плащ Силы
TEXT_TOOLTIP_ABILITY_FORCE_CONFUSE_DESCRIPTION	When activated, units in range run away in random directions from Obi-Wan.	Способность, использующая Силу. Войска в зоне поражения разбегаются кто куда.
TEXT_TOOLTIP_ABILITY_FORCE_CONFUSE_NAME	Jedi Mind Trick	Дезориентация
TEXT_TOOLTIP_ABILITY_FORCE_LIGHTNING_DESCRIPTION	Shoot lightning from the Emperor's fingertips at a targeted group of enemy infantry.	Стрелять молниями с кончиков пальцев Императора по выбранной группе вражеских пехотинцев.
TEXT_TOOLTIP_ABILITY_FORCE_LIGHTNING_NAME	Force Lightning	Молния Силы
TEXT_TOOLTIP_ABILITY_FORCE_SIGHT_DESCRIPTION	When enabled, Yoda goes into a meditative trance.  The map is revealed to the Rebel player temporarily.	При активации Йода начинает медитировать и уходит в транс. Повстанцам временно открывается карта.
TEXT_TOOLTIP_ABILITY_FORCE_SIGHT_NAME	Force Sight	Око Силы
TEXT_TOOLTIP_ABILITY_FORCE_TELEKINESIS_DESCRIPTION	Use the Force to lift an enemy vehicle in the air and crush it until it is destroyed.	Использовать Силу, чтобы поднять вражеский аппарат в воздух и сминать, пока он не будет уничтожен.
TEXT_TOOLTIP_ABILITY_FORCE_TELEKINESIS_NAME	Force Crush	Кулак Силы
TEXT_TOOLTIP_ABILITY_FORCE_WHIRLWIND_DESCRIPTION	Send a shockwave out from Darth Vader that kills nearby enemy infantry units.	Послать от Дарта Вейдера ударную волну, которая убивает оказавшуюся поблизости пехоту врага.
TEXT_TOOLTIP_ABILITY_FORCE_WHIRLWIND_NAME	Force Push	Волна Силы
TEXT_TOOLTIP_ABILITY_FOW_REVEAL_PING_DESCRIPTION	Target an area of the map to remove the fog of war.	Активные сенсоры корабля сканируют выбранную область.
TEXT_TOOLTIP_ABILITY_FOW_REVEAL_PING_NAME	Sensor Ping	Активные сенсоры
TEXT_TOOLTIP_ABILITY_FULL_SALVO_DESCRIPTION	Fires a continuous volley of missiles.	Выпустить непрерывный поток ракет.
TEXT_TOOLTIP_ABILITY_FULL_SALVO_NAME	Full Salvo	Полный залп
TEXT_TOOLTIP_ABILITY_HARASS_DESCRIPTION	Harass Enemy	Дразнить врага
TEXT_TOOLTIP_ABILITY_HARASS_NAME	Harass Enemy	Дразнить врага
TEXT_TOOLTIP_ABILITY_HARMONIC_BOMB_DESCRIPTION	A bomb that Slave I can drop that causes seismic damage to nearby units.	Бомба, которую сбрасывает 'Работорговец', наносит сейсмические повреждения близлежащим кораблям.
TEXT_TOOLTIP_ABILITY_HARMONIC_BOMB_NAME	Seismic Charge	Сейсмобомба
TEXT_TOOLTIP_ABILITY_HOME_ONE_DESCRIPTION	Target an enemy ship for destruction.  All nearby Rebellion units will redirect their fire on the enemy ship.  The targeted ship will take additional damage while the effect is active.	Выберите вражеский корабль для уничтожения. Все расположенные поблизости корабли повстанцев направят свой огонь на этот корабль. Выбранный корабль будет получать дополнительный урон во время действия эффекта.
TEXT_TOOLTIP_ABILITY_HOME_ONE_NAME	Redirect All Firepower	Перенаправить весь огонь
TEXT_TOOLTIP_ABILITY_HUNT_DESCRIPTION	Scout the map for hostile targets.  If enemies are detected, this unit will attempt to destroy them.	Проводит разведку в поисках вражеских целей. Если враг обнаружен, отряд попытается его уничтожить.
TEXT_TOOLTIP_ABILITY_HUNT_NAME	Hunt for Enemies	Поиск врагов
TEXT_TOOLTIP_ABILITY_INFECTION_DESCRIPTION	Trifaraleen gas is a viral and corrosive-based liquid that spreads to living and light metallic materials (infantry and light vehicles - structures are immune) consuming and infecting until the gas dissipates. Shot from a weapon, the gas will begin to spread quickly if actions are not taken.  This ability affects friendly units.	Трифаралин - едкая органическая жидкость, которая при взаимодействии с воздухом переходит в газообразное состояние и воздействует на живые ткани и металл (т.е. действует на пехоту и легкую технику, но не на строения), разъедая их до тех пор, пока газ не рассеется. После выстрела капсулы с газом он начинает стремительно распространяться, поэтому необходимо немедленно принять меры. На своих тоже действует.
